sample_file_name	sample_name
1074152.3.RefSeq.faa	Streptococcus sobrinus TCI-200
1074151.3.RefSeq.faa	Streptococcus mutans TCI-196
1413539.3.RefSeq.faa	Staphylococcus aureus Rd.9
1074157.3.RefSeq.faa	Streptococcus mutans TCI-212
1074156.3.RefSeq.faa	Streptococcus mutans TCI-210
1074155.3.RefSeq.faa	Streptococcus mutans TCI-204
1074154.3.RefSeq.faa	Streptococcus mutans TCI-202
1412777.3.RefSeq.faa	Staphylococcus aureus T44444
1301100.3.RefSeq.faa	Clostridium sp. 01
1150460.3.RefSeq.faa	Bifidobacterium kashiwanohense JCM 15439 = DSM 21854
1418312.3.RefSeq.faa	Staphylococcus aureus H81901
1158651.3.RefSeq.faa	Enterococcus faecium EnGen0323
1158650.3.RefSeq.faa	Enterococcus faecium EnGen0321
293613.4.RefSeq.faa	Rickettsia canadensis str. McKiel
1158652.3.RefSeq.faa	Enterococcus faecium EnGen0312
1158655.3.RefSeq.faa	Enterococcus faecalis SF370
293614.5.RefSeq.faa	Rickettsia akari str. Hartford
391586.4.RefSeq.faa	Vibrio sp. 16
1158656.3.RefSeq.faa	Enterococcus faecalis CH570
1310666.3.RefSeq.faa	Acinetobacter baumannii 1552818
1432547.3.RefSeq.faa	Klebsiella pneumoniae IS22
1310665.3.RefSeq.faa	Acinetobacter baumannii 1525283
1310662.3.RefSeq.faa	Acinetobacter baumannii 50595
1310663.3.RefSeq.faa	Acinetobacter baumannii 1440750
1310660.3.RefSeq.faa	Acinetobacter baumannii 983759
1310661.3.RefSeq.faa	Acinetobacter baumannii 855125
1412773.3.RefSeq.faa	Staphylococcus aureus M91155
1249659.3.RefSeq.faa	Burkholderia pseudomallei MSHR520
1310668.3.RefSeq.faa	Acinetobacter baumannii 754286
1310669.3.RefSeq.faa	Acinetobacter baumannii 6112
1418315.3.RefSeq.faa	Staphylococcus aureus H88170
1208591.3.RefSeq.faa	Cronobacter malonaticus 681
1408264.3.RefSeq.faa	Burkholderia pseudomallei MSHR6137
1412770.3.RefSeq.faa	Staphylococcus aureus M87641
1184263.3.RefSeq.faa	Xanthomonas campestris pv. musacearum NCPPB 4392
1324608.3.RefSeq.faa	Yersinia pseudotuberculosis B-7194
1449980.3.RefSeq.faa	Pseudomonas aeruginosa MW3a
1280957.3.RefSeq.faa	Escherichia coli HVH 2 (4-6943160)
1449982.3.RefSeq.faa	Stenotrophomonas maltophilia MTCC 434
1418318.3.RefSeq.faa	Staphylococcus aureus M17027
1449985.3.RefSeq.faa	Klebsiella pneumoniae T2-1-2
1449986.3.RefSeq.faa	Pseudomonas putida W15Oct28
1422515.3.RefSeq.faa	Staphylococcus aureus VET0219R
1422516.3.RefSeq.faa	Staphylococcus aureus VET0221R
1280958.3.RefSeq.faa	Escherichia coli HVH 3 (4-7276001)
1280959.3.RefSeq.faa	Escherichia coli HVH 4 (4-7276109)
1310590.3.RefSeq.faa	Acinetobacter baumannii 1040094
1310591.3.RefSeq.faa	Acinetobacter baumannii 942194
1310592.3.RefSeq.faa	Acinetobacter baumannii 1039621
1310593.3.RefSeq.faa	Acinetobacter baumannii 796380-2102
1310594.3.RefSeq.faa	Acinetobacter baumannii 653020
1310595.3.RefSeq.faa	Acinetobacter baumannii 29280
557722.4.RefSeq.faa	Pseudomonas aeruginosa LESB58
1310597.3.RefSeq.faa	Acinetobacter baumannii 1247182
454168.5.RefSeq.faa	Salmonella enterica subsp. enterica serovar Newport str. SL317
1310599.3.RefSeq.faa	Acinetobacter baumannii 781407
1333565.3.RefSeq.faa	Streptococcus agalactiae GBS11
927703.3.RefSeq.faa	Lactobacillus reuteri ATCC 53608
991933.6.RefSeq.faa	Vibrio cholerae HC-23A1
1422775.3.RefSeq.faa	Staphylococcus aureus VET1054S
1422237.3.RefSeq.faa	Staphylococcus aureus DAR1490
1422777.3.RefSeq.faa	Staphylococcus aureus VET1068S
1422770.3.RefSeq.faa	Staphylococcus aureus VET1025S
1422771.3.RefSeq.faa	Staphylococcus aureus VET1026S
1422772.3.RefSeq.faa	Staphylococcus aureus VET1035S
1422773.3.RefSeq.faa	Staphylococcus aureus VET1048S
1173798.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Albany str. ATCC 51960
1422778.3.RefSeq.faa	Staphylococcus aureus VET1088S
1422779.3.RefSeq.faa	Staphylococcus aureus VET1103S
1418307.3.RefSeq.faa	Staphylococcus aureus H43690
357347.4.RefSeq.faa	Burkholderia pseudomallei 1106b
1266716.3.RefSeq.faa	Bifidobacterium longum subsp. longum CMCC P0001
563037.3.RefSeq.faa	Streptococcus sp. M143
269482.11.RefSeq.faa	Burkholderia vietnamiensis G4
349521.8.RefSeq.faa	Hahella chejuensis KCTC 2396
566552.16.RefSeq.faa	Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043
566551.4.RefSeq.faa	Cedecea davisae DSM 4568
566550.8.RefSeq.faa	Clostridium hathewayi DSM 13479
634452.3.RefSeq.faa	Acetobacter pasteurianus IFO 3283-01
1161911.3.RefSeq.faa	Corynebacterium pseudotuberculosis Cp162
323848.4.RefSeq.faa	Nitrosospira multiformis ATCC 25196
1076550.3.RefSeq.faa	Pantoea rwandensis ND04
1161916.3.RefSeq.faa	Ureaplasma urealyticum 4155
167879.5.RefSeq.faa	Colwellia psychrerythraea 34H
1158648.3.RefSeq.faa	Enterococcus faecium EnGen0318
1222003.3.RefSeq.faa	Helicobacter pylori Sahul64
93059.6.RefSeq.faa	Prochlorococcus marinus str. MIT 9211
1236976.3.RefSeq.faa	Paenibacillus pini JCM 16418
643648.3.RefSeq.faa	Syntrophothermus lipocalidus DSM 12680
634453.3.RefSeq.faa	Acetobacter pasteurianus IFO 3283-03
528360.6.RefSeq.faa	Neisseria gonorrhoeae SK-93-1035
1422143.3.RefSeq.faa	Staphylococcus aureus DAR3596
1329853.3.RefSeq.faa	Enterobacter cloacae UCICRE 5
1329852.3.RefSeq.faa	Enterobacter cloacae UCICRE 3
1329855.3.RefSeq.faa	Enterobacter cloacae UCICRE 11
1329854.3.RefSeq.faa	Enterobacter cloacae UCICRE 9
1329856.3.RefSeq.faa	Enterobacter cloacae UCICRE 12
1310842.3.RefSeq.faa	Acinetobacter baumannii 24860_8
1310843.3.RefSeq.faa	Acinetobacter baumannii 24860_9
1310840.3.RefSeq.faa	Acinetobacter baumannii 24860_6
1310841.3.RefSeq.faa	Acinetobacter baumannii 24860_7
1310846.3.RefSeq.faa	Acinetobacter baumannii 24812_2
1310844.3.RefSeq.faa	Acinetobacter baumannii 24860_10
1460373.3.RefSeq.faa	Chlamydia muridarum str. Nigg 2 MCR
1310848.3.RefSeq.faa	Acinetobacter baumannii 24812_4
565575.4.RefSeq.faa	Ureaplasma urealyticum serovar 10 str. ATCC 33699
40571.3.RefSeq.faa	Lentzea albidocapillata
656405.3.RefSeq.faa	Escherichia coli H494
656404.3.RefSeq.faa	Escherichia coli H489
656408.3.RefSeq.faa	Escherichia coli H591
1159560.3.RefSeq.faa	Cronobacter dublinensis subsp. lausannensis LMG 23824
1398049.3.RefSeq.faa	Staphylococcus aureus M1434
1305737.4.RefSeq.faa	Algoriphagus marincola HL-49
760763.3.RefSeq.faa	Streptococcus pneumoniae GA11304
760764.3.RefSeq.faa	Streptococcus pneumoniae GA11426
1357297.3.RefSeq.faa	Serratia marcescens EGD-HP20
1115809.3.RefSeq.faa	Prevotella baroniae F0026
1357295.3.RefSeq.faa	Klebsiella pneumoniae EGD-HP19
1115807.3.RefSeq.faa	Enterococcus faecalis E12
760769.3.RefSeq.faa	Streptococcus pneumoniae GA13338
1115805.3.RefSeq.faa	Staphylococcus epidermidis E13A
1115803.3.RefSeq.faa	Actinomyces naeslundii str. Howell 279
1214117.4.RefSeq.faa	Listeria fleischmannii LU2006-1
981327.3.RefSeq.faa	Acinetobacter lwoffii NCTC 5866 = CIP 64.10
1769.9.RefSeq.faa	Mycobacterium leprae AL7
1422799.3.RefSeq.faa	Staphylococcus aureus VET1727S
981326.3.RefSeq.faa	Acinetobacter genomosp. 3 str. DSM 21653
435842.3.RefSeq.faa	Streptococcus sp. C150
546273.3.RefSeq.faa	Veillonella dispar ATCC 17748
1054960.4.RefSeq.faa	Salmonella enterica subsp. enterica serovar Heidelberg str. N4496
1388489.3.RefSeq.faa	Staphylococcus aureus M0727
1388488.3.RefSeq.faa	Staphylococcus aureus M0725
1154896.3.RefSeq.faa	Streptococcus agalactiae GB00020
1388483.3.RefSeq.faa	Staphylococcus aureus M0720
1388482.3.RefSeq.faa	Staphylococcus aureus M0718
1388481.3.RefSeq.faa	Staphylococcus aureus M0716
1388480.3.RefSeq.faa	Staphylococcus aureus M0715
1388487.3.RefSeq.faa	Staphylococcus aureus M0724
888832.3.RefSeq.faa	Prevotella salivae DSM 15606
1388485.3.RefSeq.faa	Staphylococcus aureus M0722
1388484.3.RefSeq.faa	Staphylococcus aureus M0721
1303770.3.RefSeq.faa	Enterococcus faecium E525
1303771.3.RefSeq.faa	Enterococcus faecium E1165
1054963.4.RefSeq.faa	Salmonella enterica subsp. enterica serovar Heidelberg str. N4403
1417166.3.RefSeq.faa	Staphylococcus aureus H59298
1121007.3.RefSeq.faa	Aquimarina muelleri DSM 19832
1157461.3.RefSeq.faa	Enterococcus faecium UAA723
1333586.3.RefSeq.faa	Serratia marcescens AB42556419-isolate1
717522.6.RefSeq.faa	Mycobacterium bovis BCG str. Mexico
526984.3.RefSeq.faa	Bacillus cereus Rock3-29
526985.3.RefSeq.faa	Bacillus cereus Rock3-42
526986.3.RefSeq.faa	Bacillus cereus Rock3-44
1445864.3.RefSeq.faa	Serratia marcescens BIDMC 80
526980.3.RefSeq.faa	Bacillus cereus ATCC 10876
1054966.4.RefSeq.faa	Salmonella enterica subsp. enterica serovar Heidelberg str. N653
526982.3.RefSeq.faa	Bacillus cereus Rock1-15
526983.3.RefSeq.faa	Bacillus cereus Rock3-28
1333580.3.RefSeq.faa	Serratia marcescens MC458
526988.3.RefSeq.faa	Bacillus cereus Rock4-18
526989.3.RefSeq.faa	Bacillus cereus F65185
1548.3.RefSeq.faa	Clostridium scatologenes
1333581.3.RefSeq.faa	Serratia marcescens MC459
985665.3.RefSeq.faa	Paenibacillus terrae HPL-003
883169.3.RefSeq.faa	Turicella otitidis ATCC 51513
634457.3.RefSeq.faa	Acetobacter pasteurianus IFO 3283-32
1380363.3.RefSeq.faa	Shewanella sp. 38A_GOM-205m
1074128.3.RefSeq.faa	Streptococcus mutans TCI-152
1120932.3.RefSeq.faa	Actinobaculum schaalii DSM 15541
1074129.3.RefSeq.faa	Streptococcus mutans TCI-153
1418267.3.RefSeq.faa	Staphylococcus aureus F87602
634459.3.RefSeq.faa	Acetobacter pasteurianus IFO 3283-12
1348339.3.RefSeq.faa	Pseudomonas aeruginosa LCT-PA41
1348335.3.RefSeq.faa	Staphylococcus aureus LCT-SA67
1226754.4.RefSeq.faa	Paenibacillus sp. FSL R5-192
1348337.3.RefSeq.faa	Serratia marcescens LCT-SM262
66976.16.RefSeq.faa	Legionella pneumophila serogroup 1
1226755.4.RefSeq.faa	Paenibacillus sp. FSL R7-269
544405.3.RefSeq.faa	Helicobacter pylori 98-10
544404.4.RefSeq.faa	Escherichia coli O157:H7 str. TW14359
1029979.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Pullorum str. ATCC 9120
544406.3.RefSeq.faa	Helicobacter pylori B128
313606.3.RefSeq.faa	Microscilla marina ATCC 23134
1029977.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Paratyphi B str. SARA42
1413345.3.RefSeq.faa	Staphylococcus aureus 08-01062
635013.3.RefSeq.faa	Thermincola potens JR
1421338.3.RefSeq.faa	Enterobacter asburiae L1
1074121.3.RefSeq.faa	Streptococcus mutans TCI-138
398527.4.RefSeq.faa	Burkholderia phytofirmans PsJN
1239787.3.RefSeq.faa	Streptococcus pneumoniae 3051
1239786.3.RefSeq.faa	Streptococcus pneumoniae 801
1123510.3.RefSeq.faa	Zymobacter palmae DSM 10491
1418265.3.RefSeq.faa	Staphylococcus aureus F12753
1239789.3.RefSeq.faa	Streptococcus pneumoniae 1488
1239788.3.RefSeq.faa	Streptococcus pneumoniae 1542
1121931.4.RefSeq.faa	Gramella echinicola DSM 19838
1121932.4.RefSeq.faa	Gramella portivictoriae DSM 23547
1121933.3.RefSeq.faa	Granulicoccus phenolivorans DSM 17626
1155133.3.RefSeq.faa	Staphylococcus epidermidis NIH05003
319224.16.RefSeq.faa	Shewanella putrefaciens CN-32
1155131.3.RefSeq.faa	Staphylococcus epidermidis NIH051668
1155130.3.RefSeq.faa	Staphylococcus epidermidis NIH051475
1297857.3.RefSeq.faa	Streptococcus sp. CECT 7747
1155135.3.RefSeq.faa	Staphylococcus epidermidis NIH08001
1155134.3.RefSeq.faa	Staphylococcus epidermidis NIH06004
1158668.3.RefSeq.faa	Enterococcus faecalis SF21521
76832.4.RefSeq.faa	Myroides odoratimimus L41
1417107.3.RefSeq.faa	Staphylococcus aureus W70590
667120.5.RefSeq.faa	Edwardsiella tarda 080813
1417105.3.RefSeq.faa	Staphylococcus aureus T89906
1417104.3.RefSeq.faa	Staphylococcus aureus M42496
1417103.3.RefSeq.faa	Staphylococcus aureus H44015
1417102.3.RefSeq.faa	Staphylococcus aureus H43996
1417101.3.RefSeq.faa	Staphylococcus aureus H43986
667121.5.RefSeq.faa	Edwardsiella tarda ATCC 15947
1450515.3.RefSeq.faa	Haemophilus parasuis HPS11
1450514.3.RefSeq.faa	Haemophilus parasuis HPS10
1337384.3.RefSeq.faa	Escherichia coli SCD1
1337385.3.RefSeq.faa	Escherichia coli SCD2
764298.3.RefSeq.faa	Streptococcus macacae NCTC 11558
1303783.3.RefSeq.faa	Staphylococcus aureus M1078
1450513.3.RefSeq.faa	Haemophilus parasuis HPS9
1417108.3.RefSeq.faa	Staphylococcus aureus W70599
1388155.3.RefSeq.faa	Staphylococcus aureus M0234
1388154.3.RefSeq.faa	Staphylococcus aureus M0232
1388157.3.RefSeq.faa	Staphylococcus aureus M0241
1388156.3.RefSeq.faa	Staphylococcus aureus M0236
1388151.3.RefSeq.faa	Staphylococcus aureus M0229
1388150.3.RefSeq.faa	Staphylococcus aureus M0228
1244532.3.RefSeq.faa	Brucella melitensis F15/06-7
1388152.3.RefSeq.faa	Staphylococcus aureus M0230
1303785.3.RefSeq.faa	Staphylococcus aureus M1228
1422205.3.RefSeq.faa	Staphylococcus aureus DAR5878
1227359.4.RefSeq.faa	Bacillus weihenstephanensis FSL R5-860
1388159.3.RefSeq.faa	Staphylococcus aureus M0244
1388158.3.RefSeq.faa	Staphylococcus aureus M0242
1388629.3.RefSeq.faa	Staphylococcus aureus M0858
1303784.3.RefSeq.faa	Staphylococcus aureus M1193
1273133.3.RefSeq.faa	Lactobacillus salivarius cp400
904779.3.RefSeq.faa	Staphylococcus aureus subsp. aureus IS-91
904778.3.RefSeq.faa	Staphylococcus aureus subsp. aureus IS-88
1391647.3.RefSeq.faa	Clostridium sp. Ade.TY
1303787.3.RefSeq.faa	Staphylococcus aureus M1466
1422368.3.RefSeq.faa	Staphylococcus aureus DAR5805
1273135.3.RefSeq.faa	Aeromonas hydrophila 145
904773.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21343
904772.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21342
904771.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21340
992162.3.RefSeq.faa	Yersinia pestis PY-61
904777.3.RefSeq.faa	Staphylococcus aureus subsp. aureus IS-55
904776.3.RefSeq.faa	Staphylococcus aureus subsp. aureus IS-24
904775.3.RefSeq.faa	Staphylococcus aureus subsp. aureus IS-3
904774.3.RefSeq.faa	Staphylococcus aureus subsp. aureus 21345
314288.6.RefSeq.faa	Vibrio alginolyticus 12G01
1284834.3.RefSeq.faa	Klebsiella pneumoniae KP-11
1116059.3.RefSeq.faa	Escherichia coli MP021017.3
1116058.3.RefSeq.faa	Escherichia coli MP021017.2
1284833.4.RefSeq.faa	Klebsiella pneumoniae KP-7
1284832.3.RefSeq.faa	Klebsiella pneumoniae VAKPC309
1116055.3.RefSeq.faa	Escherichia coli P0299917.9
1116054.3.RefSeq.faa	Escherichia coli P0299917.8
1116057.3.RefSeq.faa	Escherichia coli MP021017.1
1116056.3.RefSeq.faa	Escherichia coli P0299917.10
1116051.3.RefSeq.faa	Escherichia coli P0299917.5
1116050.3.RefSeq.faa	Escherichia coli P0299917.4
1116053.3.RefSeq.faa	Escherichia coli P0299917.7
1440052.3.RefSeq.faa	Escherichia albertii KF1
97137.3.RefSeq.faa	Lactobacillus sp. ASF360
1234367.3.RefSeq.faa	Chlamydia pecorum PV3056/3
97139.3.RefSeq.faa	Clostridium sp. ASF502
97138.3.RefSeq.faa	Clostridium sp. ASF356
1422369.3.RefSeq.faa	Staphylococcus aureus DAR5804
999421.3.RefSeq.faa	Parabacteroides merdae CL09T00C40
1412579.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121989
1412578.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121990
1049565.4.RefSeq.faa	Klebsiella pneumoniae KCTC 2242
1412571.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20121812
1412570.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20120916
1412573.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122045
1412572.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111561
1412575.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122031
1412574.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122033
1412577.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122022
1412576.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Enteritidis str. EC20122026
1418269.3.RefSeq.faa	Staphylococcus aureus F91077
1157022.3.RefSeq.faa	Staphylococcus aureus M0329
1070842.3.RefSeq.faa	Enterobacter cloacae IIT-BT 08
1422169.3.RefSeq.faa	Staphylococcus aureus DAR3788
1422168.3.RefSeq.faa	Staphylococcus aureus DAR3782
1168170.3.RefSeq.faa	Klebsiella sp. BRL6-2
1131628.3.RefSeq.faa	Streptococcus pneumoniae GA58981
1422490.3.RefSeq.faa	Staphylococcus aureus VET0190R
1422161.3.RefSeq.faa	Staphylococcus aureus DAR3765
1422160.3.RefSeq.faa	Staphylococcus aureus DAR3762
1422163.3.RefSeq.faa	Staphylococcus aureus DAR3769
1422162.3.RefSeq.faa	Staphylococcus aureus DAR3767
1422165.3.RefSeq.faa	Staphylococcus aureus DAR3776
1422164.3.RefSeq.faa	Staphylococcus aureus DAR3772
1422167.3.RefSeq.faa	Staphylococcus aureus DAR3781
1422166.3.RefSeq.faa	Staphylococcus aureus DAR3779
1412683.3.RefSeq.faa	Staphylococcus aureus S56450
1412682.3.RefSeq.faa	Staphylococcus aureus M77202
1412681.3.RefSeq.faa	Staphylococcus aureus M73703
1412680.3.RefSeq.faa	Staphylococcus aureus M73702
1412687.3.RefSeq.faa	Staphylococcus aureus T17131
1412686.3.RefSeq.faa	Staphylococcus aureus T16676
1412685.3.RefSeq.faa	Staphylococcus aureus T16669
1412684.3.RefSeq.faa	Staphylococcus aureus T16664
1422367.3.RefSeq.faa	Staphylococcus aureus DAR5806
1412689.3.RefSeq.faa	Staphylococcus aureus T20118
1412688.3.RefSeq.faa	Staphylococcus aureus T17141
546367.3.RefSeq.faa	Hafnia paralvei GTA-HAF03
1422494.3.RefSeq.faa	Staphylococcus aureus VET0194R
1185419.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae ST258-K26BO
1185418.3.RefSeq.faa	Klebsiella pneumoniae subsp. pneumoniae ST512-K30BO
1402752.3.RefSeq.faa	Staphylococcus aureus M1261
1422365.3.RefSeq.faa	Staphylococcus aureus DAR5808
888027.3.RefSeq.faa	Lactobacillus delbrueckii subsp. lactis DSM 20072
1234369.3.RefSeq.faa	Chlamydia pecorum P787
1185414.3.RefSeq.faa	Mycobacterium abscessus M156
1227747.3.RefSeq.faa	Bacillus subtilis Miyagi-4
362418.5.RefSeq.faa	Flavobacterium reichenbachii
1408271.3.RefSeq.faa	Pseudomonas aeruginosa LES400
1422347.3.RefSeq.faa	Staphylococcus aureus DAR5827
1422346.3.RefSeq.faa	Staphylococcus aureus DAR5828
1422341.3.RefSeq.faa	Staphylococcus aureus DAR5833
1422340.3.RefSeq.faa	Staphylococcus aureus DAR5834
1422343.3.RefSeq.faa	Staphylococcus aureus DAR5831
1432558.3.RefSeq.faa	Klebsiella pneumoniae ISC21
1294034.3.RefSeq.faa	Tropheryma whipplei str. Pneumo30
1294035.3.RefSeq.faa	Tropheryma whipplei str. DigADP25
1294036.3.RefSeq.faa	Tropheryma whipplei str. Neuro20
1294037.3.RefSeq.faa	Tropheryma whipplei str. Dig9
1422349.3.RefSeq.faa	Staphylococcus aureus DAR5825
1422348.3.RefSeq.faa	Staphylococcus aureus DAR5826
1294032.3.RefSeq.faa	Tropheryma whipplei str. Sali28
1294033.3.RefSeq.faa	Tropheryma whipplei str. Art29
1302649.3.RefSeq.faa	Tetragenococcus muriaticus PMC-11-5
1302648.3.RefSeq.faa	Tetragenococcus muriaticus 3MR10-3
1286086.3.RefSeq.faa	Yersinia pseudotuberculosis B-6863
1286087.3.RefSeq.faa	Yersinia pseudotuberculosis B-6864
1286084.3.RefSeq.faa	Yersinia pseudotuberculosis B-6796
1286085.3.RefSeq.faa	Yersinia pseudotuberculosis B-6862
1286088.3.RefSeq.faa	Yersinia pseudotuberculosis B-6865
1286089.3.RefSeq.faa	Yersinia pseudotuberculosis B-6866
1302647.4.RefSeq.faa	Enterococcus faecium LCT-EF297
1302646.4.RefSeq.faa	Enterococcus faecium LCT-EF301
1265845.4.RefSeq.faa	Listeria weihenstephanensis FSL R9-0317
1306421.4.RefSeq.faa	Burkholderia pseudomallei MSHR5855
1265846.4.RefSeq.faa	Listeria rocourtiae FSL F6-920
45462.4.RefSeq.faa	Brevibacillus borstelensis LChuR05
690566.3.RefSeq.faa	Sphingobium chlorophenolicum L-1
1281274.3.RefSeq.faa	Escherichia coli UMEA 3893-1
1281275.3.RefSeq.faa	Escherichia coli UMEA 3899-1
1281276.3.RefSeq.faa	Escherichia coli UMEA 3955-1
1281277.3.RefSeq.faa	Escherichia coli UMEA 4075-1
1281270.3.RefSeq.faa	Escherichia coli UMEA 3805-1
1281271.3.RefSeq.faa	Escherichia coli UMEA 3821-1
1281272.3.RefSeq.faa	Escherichia coli UMEA 3834-1
1281273.3.RefSeq.faa	Escherichia coli UMEA 3889-1
457428.4.RefSeq.faa	Streptomyces lividans TK24
1281278.3.RefSeq.faa	Escherichia coli UMEA 4076-1
1281279.3.RefSeq.faa	Escherichia coli UMEA 4207-1
1306420.4.RefSeq.faa	Burkholderia pseudomallei MSHR5848
1091039.4.RefSeq.faa	Lactococcus garvieae LG9
1124968.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Stanley str. ATCC 7308
685445.4.RefSeq.faa	Enterobacter aerogenes FGI35
1432552.3.RefSeq.faa	Klebsiella pneumoniae IS43
483216.6.RefSeq.faa	Bacteroides eggerthii DSM 20697
483217.6.RefSeq.faa	Bacteroides dorei DSM 17855
483215.6.RefSeq.faa	Bacteroides finegoldii DSM 17565
1432555.3.RefSeq.faa	Escherichia coli ISC7
483218.5.RefSeq.faa	[Bacteroides] pectinophilus ATCC 43243
483219.12.RefSeq.faa	Myxococcus fulvus HW-1
1432554.3.RefSeq.faa	Klebsiella pneumoniae IS53
1221298.3.RefSeq.faa	Acinetobacter haemolyticus TG19602
1221299.3.RefSeq.faa	Acinetobacter haemolyticus TG21157
1432557.3.RefSeq.faa	Escherichia coli ISC11
1409926.3.RefSeq.faa	Acinetobacter baumannii MRSN 58
1434179.3.RefSeq.faa	Shigella flexneri Shi06AH091
1221292.3.RefSeq.faa	Acinetobacter baumannii TG19582
1432556.3.RefSeq.faa	Enterobacter cloacae ISC8
1409922.3.RefSeq.faa	Acinetobacter baumannii MRSN 3405
1221295.3.RefSeq.faa	Acinetobacter calcoaceticus TG19593
1221296.3.RefSeq.faa	Acinetobacter nosocomialis TG19596
913242.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Montevideo str. S5-403
944562.4.RefSeq.faa	Lactobacillus oris F0423
944560.4.RefSeq.faa	Actinomyces sp. oral taxon 175 str. F0384
1435480.3.RefSeq.faa	Staphylococcus aureus MUF168
944564.4.RefSeq.faa	Veillonella sp. oral taxon 780 str. F0422
990282.4.RefSeq.faa	Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1
586413.3.RefSeq.faa	Oceanobacillus manasiensis
267747.3.RefSeq.faa	Propionibacterium acnes KPA171202
212717.8.RefSeq.faa	Clostridium tetani E88
1391472.3.RefSeq.faa	Enterococcus faecalis B289
1434174.3.RefSeq.faa	Shigella flexneri Shi06GS02
1422233.3.RefSeq.faa	Staphylococcus aureus DAR1311
1391473.3.RefSeq.faa	Enterococcus faecalis B291
1124962.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Poona str. ATCC BAA-1673
1410861.3.RefSeq.faa	Staphylococcus aureus T87972
1410860.3.RefSeq.faa	Staphylococcus aureus T87965
78398.5.RefSeq.faa	Pectobacterium carotovorum subsp. odoriferum
1124963.3.RefSeq.faa	Salmonella enterica subsp. enterica serovar Muenster str. 660
1410865.3.RefSeq.faa	Staphylococcus aureus T12923
